1.00E-05	2.04E+01
1.00E-04	2.04E+01
1.00E-03	2.04E+01
1.00E-02	2.04E+01
1.00E-01	2.04E+01
1.00E+00	2.04E+01
1.00E+01	2.04E+01
1.00E+02	2.04E+01
1.00E+03	2.03E+01
6.00E+03	1.97E+01
1.50E+04	1.86E+01
6.00E+04	1.49E+01
1.50E+05	1.09E+01
4.00E+05	6.88E+00
7.00E+05	5.13E+00
1.00E+06	4.25E+00
1.60E+06	3.29E+00
2.20E+06	2.75E+00
2.80E+06	2.38E+00
3.40E+06	2.11E+00
4.00E+06	1.89E+00
4.60E+06	1.72E+00
5.50E+06	1.51E+00
2.00E-05	2.04E+01
2.00E-04	2.04E+01
2.00E-03	2.04E+01
2.53E-02	2.04E+01
2.00E-01	2.04E+01
2.00E+00	2.04E+01
2.00E+01	2.04E+01
2.00E+02	2.04E+01
2.00E+03	2.02E+01
8.00E+03	1.94E+01
2.00E+04	1.81E+01
8.00E+04	1.37E+01
2.00E+05	9.64E+00
5.00E+05	6.13E+00
8.00E+05	4.78E+00
1.20E+06	3.85E+00
1.80E+06	3.08E+00
2.40E+06	2.61E+00
3.00E+06	2.28E+00
3.60E+06	2.03E+00
4.20E+06	1.83E+00
4.80E+06	1.67E+00
6.00E+06	1.42E+00
5.00E-05	2.04E+01
5.00E-04	2.04E+01
5.00E-03	2.04E+01
5.00E-02	2.04E+01
5.00E-01	2.04E+01
5.00E+00	2.04E+01
5.00E+01	2.04E+01
5.00E+02	2.04E+01
4.00E+03	1.99E+01
1.00E+04	1.92E+01
4.00E+04	1.63E+01
1.00E+05	1.27E+01
3.00E+05	7.95E+00
6.00E+05	5.57E+00
9.00E+05	4.49E+00
1.40E+06	3.54E+00
2.00E+06	2.90E+00
2.60E+06	2.49E+00
3.20E+06	2.19E+00
3.80E+06	1.96E+00
4.40E+06	1.78E+00
5.00E+06	1.62E+00
