2.28E+06	1.60E+00
2.30E+06	1.60E+00
2.32E+06	1.59E+00
2.34E+06	1.59E+00
2.36E+06	1.59E+00
2.38E+06	1.58E+00
2.40E+06	1.58E+00
2.42E+06	1.58E+00
2.44E+06	1.58E+00
2.46E+06	1.59E+00
2.48E+06	1.59E+00
2.50E+06	1.59E+00
2.52E+06	1.60E+00
2.54E+06	1.61E+00
2.55E+06	1.61E+00
2.56E+06	1.62E+00
2.58E+06	1.63E+00
2.60E+06	1.64E+00
2.62E+06	1.65E+00
2.64E+06	1.67E+00
2.66E+06	1.69E+00
2.68E+06	1.71E+00
2.70E+06	1.74E+00
2.72E+06	1.77E+00
2.74E+06	1.81E+00
2.76E+06	1.85E+00
2.78E+06	1.90E+00
2.79E+06	1.91E+00
2.79E+06	1.93E+00
2.80E+06	1.94E+00
2.80E+06	1.96E+00
2.80E+06	1.97E+00
2.80E+06	1.98E+00
2.81E+06	1.99E+00
2.81E+06	2.01E+00
2.81E+06	2.04E+00
2.81E+06	2.07E+00
2.81E+06	2.14E+00
2.81E+06	2.33E+00
2.81E+06	3.16E+00
2.82E+06	5.07E+00
2.82E+06	2.78E+00
2.82E+06	2.29E+00
2.82E+06	2.16E+00
2.82E+06	2.11E+00
2.82E+06	2.09E+00
2.82E+06	2.07E+00
2.82E+06	2.07E+00
2.83E+06	2.07E+00
2.83E+06	2.08E+00
2.83E+06	2.08E+00
2.84E+06	2.10E+00
2.84E+06	2.13E+00
2.85E+06	2.15E+00
2.85E+06	2.18E+00
2.86E+06	2.21E+00
2.86E+06	2.24E+00
2.87E+06	2.28E+00
2.87E+06	2.31E+00
2.88E+06	2.36E+00
2.88E+06	2.40E+00
2.89E+06	2.45E+00
2.89E+06	2.50E+00
2.90E+06	2.55E+00
2.90E+06	2.62E+00
2.91E+06	2.68E+00
2.91E+06	2.75E+00
2.92E+06	2.83E+00
2.92E+06	2.91E+00
2.92E+06	2.98E+00
2.93E+06	3.04E+00
2.93E+06	3.11E+00
2.94E+06	3.16E+00
2.94E+06	3.21E+00
2.94E+06	3.23E+00
2.95E+06	3.22E+00
2.95E+06	3.17E+00
2.96E+06	3.07E+00
2.96E+06	2.91E+00
2.96E+06	2.70E+00
2.97E+06	2.46E+00
2.97E+06	2.20E+00
2.98E+06	1.95E+00
2.98E+06	1.72E+00
2.98E+06	1.54E+00
2.99E+06	1.40E+00
2.99E+06	1.29E+00
3.00E+06	1.22E+00
3.00E+06	1.17E+00
3.01E+06	1.13E+00
3.02E+06	1.15E+00
3.03E+06	1.20E+00
3.04E+06	1.25E+00
3.05E+06	1.31E+00
3.05E+06	1.33E+00
3.06E+06	1.37E+00
3.08E+06	1.48E+00
3.10E+06	1.58E+00
3.12E+06	1.67E+00
3.14E+06	1.76E+00
3.16E+06	1.84E+00
3.18E+06	1.92E+00
3.20E+06	1.99E+00
3.22E+06	2.06E+00
3.24E+06	2.13E+00
3.26E+06	2.19E+00
3.28E+06	2.25E+00
3.30E+06	2.31E+00
3.32E+06	2.37E+00
3.34E+06	2.42E+00
3.36E+06	2.46E+00
3.38E+06	2.51E+00
3.40E+06	2.54E+00
3.42E+06	2.57E+00
3.44E+06	2.60E+00
3.46E+06	2.62E+00
3.48E+06	2.63E+00
3.50E+06	2.64E+00
3.52E+06	2.64E+00
3.54E+06	2.64E+00
3.55E+06	2.64E+00
3.56E+06	2.64E+00
3.58E+06	2.62E+00
3.60E+06	2.61E+00
3.62E+06	2.59E+00
3.64E+06	2.57E+00
3.66E+06	2.54E+00
3.68E+06	2.51E+00
3.70E+06	2.48E+00
3.72E+06	2.45E+00
3.74E+06	2.41E+00
3.76E+06	2.38E+00
3.78E+06	2.34E+00
3.80E+06	2.30E+00
3.82E+06	2.26E+00
3.84E+06	2.23E+00
3.86E+06	2.19E+00
3.88E+06	2.15E+00
3.90E+06	2.11E+00
3.92E+06	2.07E+00
3.94E+06	2.04E+00
3.96E+06	2.00E+00
3.98E+06	1.97E+00
4.00E+06	1.93E+00
4.01E+06	1.92E+00
4.02E+06	1.90E+00
4.03E+06	1.89E+00
4.04E+06	1.87E+00
4.05E+06	1.86E+00
4.05E+06	1.85E+00
4.06E+06	1.85E+00
4.07E+06	1.83E+00
4.08E+06	1.83E+00
4.09E+06	1.82E+00
4.10E+06	1.81E+00
4.11E+06	1.81E+00
4.12E+06	1.81E+00
4.13E+06	1.81E+00
4.14E+06	1.82E+00
4.15E+06	1.84E+00
4.16E+06	1.86E+00
4.17E+06	1.88E+00
4.18E+06	1.92E+00
4.19E+06	1.96E+00
4.20E+06	2.00E+00
4.21E+06	2.05E+00
4.22E+06	2.11E+00
4.23E+06	2.16E+00
4.24E+06	2.20E+00
4.25E+06	2.23E+00
4.26E+06	2.25E+00
4.27E+06	2.26E+00
4.28E+06	2.26E+00
4.29E+06	2.24E+00
4.30E+06	2.22E+00
4.31E+06	2.19E+00
4.32E+06	2.16E+00
4.33E+06	2.12E+00
4.34E+06	2.09E+00
4.35E+06	2.05E+00
4.36E+06	2.02E+00
4.38E+06	1.95E+00
4.39E+06	1.92E+00
4.42E+06	1.84E+00
4.44E+06	1.79E+00
4.48E+06	1.70E+00
4.50E+06	1.67E+00
4.54E+06	1.60E+00
4.55E+06	1.58E+00
4.58E+06	1.54E+00
4.60E+06	1.52E+00
4.64E+06	1.47E+00
4.66E+06	1.45E+00
4.70E+06	1.40E+00
4.72E+06	1.38E+00
4.76E+06	1.34E+00
4.78E+06	1.33E+00
4.81E+06	1.30E+00
4.81E+06	1.30E+00
4.85E+06	1.26E+00
4.90E+06	1.22E+00
4.92E+06	1.24E+00
4.92E+06	1.24E+00
4.93E+06	1.34E+00
4.94E+06	1.72E+00
4.94E+06	1.94E+00
4.94E+06	1.74E+00
4.94E+06	1.42E+00
4.95E+06	1.28E+00
4.95E+06	1.23E+00
4.96E+06	1.21E+00
4.99E+06	1.14E+00
5.00E+06	1.12E+00
5.03E+06	1.12E+00
5.05E+06	1.12E+00
5.12E+06	1.05E+00
5.15E+06	1.06E+00
5.20E+06	1.02E+00
5.23E+06	1.00E+00
5.30E+06	9.57E-01
5.33E+06	9.33E-01
5.34E+06	9.22E-01
5.36E+06	1.46E+00
5.37E+06	1.86E+00
5.37E+06	1.84E+00
5.38E+06	1.55E+00
5.39E+06	1.34E+00
5.41E+06	1.13E+00
5.42E+06	1.10E+00
5.44E+06	1.06E+00
5.46E+06	1.02E+00
5.55E+06	9.73E-01
5.55E+06	9.82E-01
5.65E+06	9.42E-01
5.70E+06	9.20E-01
5.90E+06	8.85E-01
6.00E+06	8.75E-01
